Date,Close,Open,High,Low,Volume
2020-05-08,32000.0,32000.0,32000.0,32000.0,300.0
2020-05-07,30300.0,34700.0,34700.0,30300.0,366.0
2020-05-06,33400.0,33400.0,33400.0,33400.0,10.0
2020-05-05,33400.0,33400.0,33400.0,33400.0,0.0
2020-05-04,33800.0,33800.0,33800.0,33800.0,100.0
2020-04-29,31100.0,31100.0,31100.0,31100.0,0.0
2020-04-28,31100.0,31100.0,31100.0,31100.0,0.0
2020-04-27,31100.0,32200.0,32200.0,31100.0,830.0
2020-04-24,32200.0,32200.0,32200.0,32200.0,110.0
2020-04-23,34000.0,34000.0,34000.0,34000.0,200.0
2020-04-22,35500.0,35500.0,35500.0,35500.0,0.0
2020-04-21,35500.0,32400.0,35500.0,32400.0,300.0
2020-04-20,32400.0,32400.0,32400.0,32400.0,200.0
2020-04-17,29500.0,29500.0,29500.0,29500.0,100.0
2020-04-16,26900.0,26900.0,26900.0,26900.0,60.0
2020-04-15,26900.0,26900.0,26900.0,26900.0,0.0
2020-04-14,26900.0,26900.0,26900.0,26900.0,0.0
2020-04-13,26900.0,26900.0,26900.0,26900.0,20.0
2020-04-10,26900.0,26900.0,26900.0,26900.0,170.0
2020-04-09,24500.0,24500.0,24500.0,24500.0,0.0
2020-04-08,24500.0,24500.0,24500.0,24500.0,0.0
2020-04-07,24500.0,24500.0,24500.0,24500.0,0.0
2020-04-06,24500.0,24500.0,24500.0,24500.0,0.0
2020-04-01,24500.0,24500.0,24500.0,24500.0,300.0
2020-03-30,25600.0,25600.0,25600.0,25600.0,600.0
2020-03-27,28400.0,28400.0,28400.0,28400.0,300.0
2020-03-26,26200.0,26200.0,26200.0,26200.0,700.0
2020-03-25,28500.0,28500.0,28500.0,28500.0,900.0
2020-03-24,31100.0,31100.0,31100.0,31100.0,130.0
2020-03-20,34000.0,34000.0,34000.0,34000.0,100.0
2020-03-17,34000.0,34300.0,34300.0,34000.0,200.0
2020-03-11,31600.0,31600.0,31600.0,31600.0,400.0
2020-03-05,34500.0,34500.0,34500.0,34500.0,570.0
2020-03-03,34500.0,34500.0,34500.0,34500.0,100.0
2020-03-02,32700.0,35000.0,35000.0,32700.0,1870.0
2020-02-26,33000.0,33000.0,33000.0,33000.0,100.0
2020-02-24,34600.0,34500.0,34600.0,34500.0,300.0
2020-02-21,34500.0,34500.0,34500.0,34500.0,100.0
2020-02-17,34000.0,35000.0,35000.0,33800.0,400.0
2020-02-13,34100.0,34100.0,34100.0,34100.0,100.0
2020-02-07,37400.0,37400.0,37400.0,37400.0,100.0
2020-02-04,38000.0,35300.0,38000.0,35300.0,1080.0
2020-01-30,35000.0,35000.0,35000.0,35000.0,1330.0
2020-01-20,37500.0,37500.0,37500.0,37500.0,300.0
2020-01-15,35000.0,35000.0,35000.0,35000.0,1500.0
2020-01-10,35000.0,35000.0,35000.0,35000.0,100.0
2020-01-09,35000.0,35000.0,35000.0,35000.0,200.0
2020-01-08,34200.0,34200.0,34200.0,34200.0,300.0
2020-01-07,38000.0,38000.0,38000.0,38000.0,100.0
2020-01-06,34600.0,32100.0,34600.0,32100.0,1310.0
