Date,Close,Open,High,Low,Volume
2020-05-08,4700.0,4700.0,5000.0,4600.0,1900.0
2020-05-07,4800.0,4800.0,4800.0,4800.0,400.0
2020-05-06,4800.0,4800.0,4800.0,4800.0,1795.0
2020-05-05,5300.0,4700.0,5300.0,4700.0,16263.0
2020-05-04,5300.0,4900.0,5300.0,4900.0,13140.0
2020-04-29,4600.0,4700.0,5000.0,4600.0,26200.0
2020-04-28,4600.0,4600.0,4600.0,4600.0,100.0
2020-04-27,4800.0,4600.0,5000.0,4600.0,18440.0
2020-04-24,4600.0,4800.0,4900.0,4600.0,11630.0
2020-04-23,4600.0,4600.0,4600.0,4600.0,200.0
2020-04-22,4800.0,4600.0,5000.0,4600.0,51400.0
2020-04-21,4900.0,4200.0,4900.0,4200.0,16600.0
2020-04-20,4600.0,4600.0,4600.0,4600.0,4300.0
2020-04-17,4900.0,4600.0,4900.0,4600.0,17870.0
2020-04-16,4500.0,4500.0,4500.0,4500.0,0.0
2020-04-15,4800.0,4400.0,4800.0,4300.0,1400.0
2020-04-14,4900.0,4400.0,4900.0,4400.0,1610.0
2020-04-13,4800.0,4700.0,4800.0,4700.0,11300.0
2020-04-10,4700.0,4700.0,4900.0,4700.0,34600.0
2020-04-09,4700.0,4700.0,4800.0,4600.0,47810.0
2020-04-08,4600.0,4600.0,4600.0,4600.0,120.0
2020-04-07,4600.0,4600.0,4600.0,4600.0,6080.0
2020-04-03,4600.0,4600.0,4600.0,4600.0,9300.0
2020-04-01,4500.0,4500.0,4900.0,4500.0,10200.0
2020-03-31,4500.0,4300.0,4500.0,4300.0,7320.0
2020-03-30,4300.0,4200.0,4900.0,4200.0,10750.0
2020-03-27,4800.0,4500.0,4900.0,4500.0,29800.0
2020-03-26,4900.0,4400.0,4900.0,4400.0,65800.0
2020-03-25,4800.0,4500.0,5000.0,4400.0,36920.0
2020-03-23,4400.0,4400.0,4400.0,4400.0,7720.0
2020-03-20,4800.0,4800.0,4800.0,4800.0,8000.0
2020-03-19,4800.0,4800.0,4800.0,4800.0,830.0
2020-03-18,4800.0,4800.0,4800.0,4800.0,3140.0
2020-03-17,4700.0,5000.0,5000.0,4700.0,400.0
2020-03-16,4800.0,4800.0,4800.0,4800.0,4000.0
2020-03-13,5000.0,4800.0,5000.0,4800.0,9620.0
2020-03-12,5000.0,5000.0,5000.0,5000.0,6500.0
2020-03-11,5000.0,4800.0,5000.0,4800.0,4100.0
2020-03-10,5000.0,5000.0,5000.0,5000.0,2040.0
2020-03-06,5200.0,4800.0,5200.0,4800.0,3760.0
2020-03-05,5000.0,5000.0,5000.0,5000.0,200.0
2020-03-04,4900.0,5100.0,5100.0,4900.0,380.0
2020-03-03,4600.0,4600.0,4600.0,4600.0,200.0
2020-03-02,5200.0,4800.0,5200.0,4800.0,2220.0
2020-02-28,4700.0,4700.0,4700.0,4700.0,200.0
2020-02-27,5200.0,5200.0,5200.0,5200.0,15000.0
2020-02-26,5300.0,5200.0,5300.0,5200.0,9000.0
2020-02-25,5300.0,5200.0,5300.0,5200.0,47050.0
2020-02-24,5200.0,4800.0,5300.0,4800.0,14800.0
2020-02-21,5300.0,5300.0,5300.0,5300.0,46100.0
2020-02-20,5300.0,5300.0,5300.0,5300.0,30000.0
2020-02-19,5200.0,5200.0,5200.0,5200.0,630.0
2020-02-17,5100.0,5100.0,5100.0,5100.0,300.0
2020-02-14,5100.0,5100.0,5200.0,5100.0,4100.0
2020-02-13,4900.0,4900.0,4900.0,4900.0,100.0
2020-02-12,5200.0,5200.0,5200.0,5200.0,10000.0
2020-02-11,4800.0,4800.0,4800.0,4800.0,100.0
2020-02-05,4800.0,4800.0,4800.0,4800.0,140.0
2020-02-04,4900.0,4900.0,4900.0,4900.0,300.0
2020-01-21,5200.0,5100.0,5200.0,5100.0,52320.0
2020-01-20,5500.0,5000.0,5500.0,5000.0,12000.0
2020-01-17,4800.0,5100.0,5100.0,4800.0,900.0
2020-01-16,5100.0,4700.0,5100.0,4600.0,11730.0
2020-01-15,4800.0,4800.0,4800.0,4800.0,500.0
2020-01-14,5100.0,4900.0,5100.0,4900.0,26080.0
2020-01-13,4700.0,4700.0,4700.0,4700.0,300.0
2020-01-10,4700.0,4700.0,4800.0,4700.0,600.0
2020-01-09,5000.0,5000.0,5200.0,4700.0,11600.0
2020-01-08,5000.0,4900.0,5000.0,4600.0,56000.0
2020-01-07,4900.0,4900.0,5200.0,4600.0,53610.0
2020-01-06,4800.0,4700.0,5000.0,4500.0,44360.0
2020-01-03,4800.0,5000.0,5000.0,4800.0,800.0
2020-01-02,5100.0,5200.0,5300.0,4900.0,14300.0
2019-12-31,4700.0,5100.0,5100.0,4700.0,45000.0
2019-12-30,5100.0,5100.0,5100.0,4900.0,68000.0
2019-12-27,5000.0,4900.0,5000.0,4900.0,3500.0
2019-12-26,5000.0,5000.0,5000.0,5000.0,6200.0
2019-12-25,5000.0,4900.0,5000.0,4900.0,5400.0
2019-12-23,4800.0,4900.0,5100.0,4800.0,23100.0
2019-12-20,4600.0,4600.0,5100.0,4600.0,65800.0
2019-12-19,4600.0,4600.0,4600.0,4600.0,2000.0
2019-12-18,4600.0,4800.0,5200.0,4600.0,32490.000000000004
2019-12-17,4800.0,4800.0,4800.0,4800.0,270.0
2019-12-16,4800.0,4900.0,5000.0,4800.0,39140.0
2019-12-13,4700.0,4700.0,5000.0,4700.0,23380.0
2019-12-12,5000.0,4600.0,5000.0,4500.0,100830.0
2019-12-09,4500.0,4400.0,4500.0,4400.0,6000.0
2019-12-06,4600.0,4900.0,4900.0,4600.0,3190.0
2019-12-05,4500.0,4700.0,4700.0,4500.0,350.0
2019-12-04,4800.0,4700.0,4800.0,4700.0,18920.0
2019-12-02,4700.0,4600.0,4700.0,4500.0,4160.0
2019-11-29,5000.0,4800.0,5000.0,4800.0,49240.0
2019-11-28,4900.0,4600.0,4900.0,4600.0,21580.0
2019-11-25,4800.0,4600.0,4900.0,4600.0,13160.0
2019-11-22,4900.0,4800.0,4900.0,4800.0,7000.0
2019-11-19,4900.0,4600.0,4900.0,4600.0,22430.0
2019-11-18,4900.0,4800.0,4900.0,4800.0,3000.0
2019-11-15,4900.0,4600.0,4900.0,4600.0,18100.0
2019-11-14,4900.0,4900.0,4900.0,4900.0,15040.0
2019-11-13,4900.0,4800.0,5000.0,4800.0,31100.0
2019-11-11,4800.0,4500.0,4900.0,4500.0,13300.0
2019-11-08,4700.0,4700.0,4700.0,4700.0,1080.0
2019-11-07,4900.0,4900.0,4900.0,4900.0,100.0
2019-11-06,4700.0,4700.0,4700.0,4700.0,5000.0
2019-11-05,4900.0,4900.0,4900.0,4900.0,230.0
2019-11-04,4800.0,4600.0,4800.0,4600.0,8130.000000000001
2019-11-01,4900.0,4900.0,4900.0,4900.0,80620.0
2019-10-31,4900.0,4800.0,4900.0,4800.0,69510.0
2019-10-30,4800.0,4800.0,4800.0,4800.0,700.0
2019-10-29,4800.0,4600.0,4800.0,4600.0,51000.0
2019-10-28,4800.0,4800.0,4800.0,4800.0,60100.0
2019-10-25,4800.0,4800.0,4800.0,4800.0,10670.0
2019-10-24,4900.0,4800.0,4900.0,4800.0,9600.0
2019-10-23,4800.0,4600.0,4800.0,4600.0,50500.0
2019-10-21,4800.0,4700.0,4800.0,4700.0,23600.0
2019-10-18,4800.0,4700.0,4800.0,4700.0,1700.0
2019-10-17,4800.0,4400.0,4800.0,4400.0,9100.0
2019-10-16,4800.0,4500.0,4800.0,4500.0,1170.0
2019-10-15,4800.0,4800.0,4800.0,4800.0,100.0
2019-10-14,4800.0,5100.0,5100.0,4600.0,8200.0
2019-10-11,4800.0,4900.0,4900.0,4800.0,16340.0
2019-10-10,4800.0,4600.0,4800.0,4600.0,19640.0
2019-10-09,4800.0,4700.0,4900.0,4600.0,61260.0
2019-10-08,4700.0,4700.0,4700.0,4700.0,100.0
2019-10-07,4600.0,4800.0,4800.0,4600.0,5150.0
2019-10-04,4800.0,4600.0,4800.0,4600.0,50950.0
2019-10-03,4700.0,4600.0,4700.0,4600.0,30030.0
2019-10-02,4700.0,4600.0,4700.0,4500.0,13580.0
2019-10-01,4700.0,4600.0,4700.0,4500.0,38050.0
2019-09-30,4700.0,4700.0,4800.0,4500.0,34610.0
2019-09-27,4700.0,4700.0,4700.0,4500.0,19200.0
2019-09-26,4700.0,4500.0,4700.0,4500.0,200.0
2019-09-25,4700.0,4600.0,4700.0,4600.0,8500.0
2019-09-24,4500.0,4500.0,4700.0,4500.0,7220.0
2019-09-23,4700.0,4200.0,4700.0,4200.0,5100.0
2019-09-20,4800.0,4700.0,4800.0,4700.0,20100.0
2019-09-19,4700.0,4100.0,4700.0,4000.0,32750.0
2019-09-18,4500.0,4500.0,4500.0,4500.0,400.0
2019-09-17,4600.0,4500.0,4600.0,4500.0,18400.0
2019-09-16,4500.0,4400.0,4500.0,4400.0,7500.0
2019-09-13,4700.0,4300.0,4700.0,4300.0,940.0
2019-09-12,4500.0,4200.0,4500.0,4200.0,7900.0
2019-09-11,4200.0,4200.0,4200.0,4200.0,5500.0
2019-09-06,4200.0,4200.0,4200.0,4200.0,1000.0
2019-09-04,4200.0,4200.0,4200.0,4200.0,3190.0
2019-08-29,4600.0,4600.0,4600.0,4600.0,100.0
2019-08-28,4400.0,4100.0,4800.0,4000.0,12210.0
2019-08-27,4800.0,4400.0,4800.0,4400.0,4180.0
