Date,Close,Open,High,Low,Volume
2020-05-06,12900.0,12900.0,12900.0,12900.0,0.0
2020-05-05,12900.0,12900.0,12900.0,12900.0,0.0
2020-05-04,12900.0,12900.0,12900.0,12900.0,0.0
2020-04-29,12900.0,12900.0,12900.0,12900.0,0.0
2020-04-28,12900.0,12900.0,12900.0,12900.0,0.0
2020-04-27,12900.0,12900.0,12900.0,12900.0,0.0
2020-04-24,12900.0,12900.0,12900.0,12900.0,100.0
2020-04-23,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-22,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-21,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-20,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-17,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-16,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-15,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-14,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-13,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-10,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-09,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-08,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-07,12500.0,12500.0,12500.0,12500.0,0.0
2020-04-03,12500.0,12500.0,12500.0,12500.0,100.0
2020-03-31,11400.0,11400.0,11400.0,11400.0,100.0
2020-03-13,10900.0,10900.0,10900.0,10900.0,100.0
2020-03-12,10200.0,10200.0,10200.0,10200.0,100.0
2020-03-11,9300.0,9300.0,9300.0,9300.0,100.0
2020-03-10,8500.0,8500.0,8500.0,8500.0,100.0
2020-03-09,7800.0,7800.0,7800.0,7800.0,100.0
2020-03-04,7100.0,7100.0,7100.0,7100.0,100.0
2020-03-02,6500.0,6500.0,6500.0,6500.0,100.0
2020-02-28,6900.0,6900.0,6900.0,6900.0,500.0
2020-01-07,7500.0,7500.0,7500.0,7500.0,1300.0
2019-12-31,7800.0,7800.0,7800.0,7800.0,1000.0
2019-12-26,7800.0,7800.0,7800.0,7800.0,500.0
2019-11-20,7800.0,7800.0,7800.0,7800.0,700.0
2019-11-06,8500.0,8500.0,8500.0,8500.0,1000.0
2019-11-05,8500.0,8500.0,8500.0,8500.0,700.0
2019-10-31,8600.0,8600.0,8600.0,8600.0,500.0
2019-09-24,8500.0,8500.0,8500.0,8500.0,0.0
2019-09-23,9400.0,9400.0,9400.0,9400.0,1200.0
2019-09-18,10400.0,10400.0,10400.0,10400.0,100.0
2019-09-17,9900.0,9900.0,9900.0,9900.0,100.0
2019-09-16,9300.0,9300.0,9300.0,9300.0,100.0
2019-09-12,8600.0,10200.0,10200.0,8600.0,300.0
2019-09-11,9500.0,9500.0,9500.0,9500.0,130.0
2019-09-09,8800.0,8800.0,8800.0,8800.0,100.0
2019-09-05,8100.0,8100.0,8100.0,8100.0,100.0
2019-09-04,7500.0,7000.0,7500.0,7000.0,300.0
2019-08-30,6900.0,6900.0,6900.0,6900.0,100.0
2019-08-29,7100.0,7100.0,7100.0,7100.0,100.0
2019-08-28,7500.0,7500.0,7500.0,7500.0,300.0
2019-08-26,7600.0,7900.0,7900.0,7600.0,200.0
