,Date,Close,Volume,Value,Open,High,Low
0,2020-04-29,1300.0,108100,129730000,1200.0,1300.0,1200.0
1,2020-04-28,1200.0,10200,12230000,1100.0,1200.0,1100.0
2,2020-04-27,1300.0,2100,2530000,1200.0,1300.0,1200.0
3,2020-04-24,1200.0,0,0,1200.0,1200.0,1200.0
4,2020-04-23,1200.0,200,240000,1200.0,1200.0,1200.0
5,2020-04-22,1200.0,0,0,1200.0,1200.0,1200.0
6,2020-04-21,1200.0,0,0,1200.0,1200.0,1200.0
7,2020-04-20,1200.0,0,0,1200.0,1200.0,1200.0
8,2020-04-17,1200.0,16100,19430000,1300.0,1300.0,1200.0
9,2020-04-16,1200.0,8000,9600000,1200.0,1200.0,1200.0
10,2020-04-15,1200.0,44500,53400000,1200.0,1200.0,1200.0
11,2020-04-14,1200.0,18100,20920000,1200.0,1200.0,1100.0
12,2020-04-13,1200.0,13500,16200000,1200.0,1200.0,1200.0
13,2020-04-10,1300.0,42000,50410000,1200.0,1300.0,1200.0
14,2020-04-09,1500.0,5400,7560000,1300.0,1500.0,1300.0
15,2020-04-08,1400.0,8110,11354000,1400.0,1400.0,1400.0
16,2020-04-07,1400.0,10000,12690000,1200.0,1400.0,1200.0
17,2020-04-06,1400.0,13300,17420000,1400.0,1400.0,1300.0
18,2020-04-03,1300.0,3000,3910000,1400.0,1400.0,1300.0
19,2020-04-01,1600.0,5200,7740000,1600.0,1600.0,1400.0
20,2020-03-31,1400.0,200,280000,1400.0,1400.0,1400.0
21,2020-03-30,1400.0,100,140000,1400.0,1400.0,1400.0
22,2020-03-27,1300.0,800,1030000,1200.0,1300.0,1200.0
23,2020-03-26,1400.0,0,0,1400.0,1400.0,1400.0
24,2020-03-25,1400.0,1800,2480000,1300.0,1400.0,1300.0
25,2020-03-24,1300.0,7600,9580000,1200.0,1300.0,1200.0
26,2020-03-23,1200.0,1900,2280000,1200.0,1200.0,1200.0
27,2020-03-20,1400.0,5800,7790000,1200.0,1400.0,1200.0
28,2020-03-19,1300.0,7300,9190000,1300.0,1300.0,1200.0
29,2020-03-18,1300.0,35300,41940000,1200.0,1300.0,1100.0
30,2020-03-17,1200.0,39200,45510000,1200.0,1200.0,1100.0
31,2020-03-16,1200.0,6700,7490000,1200.0,1200.0,1100.0
32,2020-03-13,1300.0,101100,113330000,1100.0,1300.0,1100.0
33,2020-03-12,1200.0,10700,12860000,1400.0,1400.0,1200.0
34,2020-03-11,1400.0,2900,3960000,1400.0,1400.0,1300.0
35,2020-03-10,1300.0,19900,25870000,1300.0,1300.0,1300.0
36,2020-03-09,1400.0,12400,14920000,1400.0,1400.0,1200.0
37,2020-03-06,1200.0,15100,19530000,1300.0,1300.0,1200.0
38,2020-03-05,1400.0,37000,50270000,1500.0,1600.0,1300.0
39,2020-03-04,1400.0,11000,15400000,1400.0,1400.0,1400.0
40,2020-03-03,1300.0,12100,15730000,1300.0,1300.0,1300.0
41,2020-03-02,1100.0,45700,55590000,1200.0,1300.0,1100.0
42,2020-02-28,1200.0,45300,54360000,1200.0,1200.0,1200.0
43,2020-02-27,1300.0,33900,42470000,1300.0,1300.0,1200.0
44,2020-02-26,1300.0,3700,4850000,1500.0,1500.0,1300.0
45,2020-02-25,1500.0,40500,60850000,1600.0,1600.0,1500.0
46,2020-02-24,1700.0,0,0,1700.0,1700.0,1700.0
47,2020-02-21,1700.0,600,1020000,1700.0,1700.0,1700.0
48,2020-02-20,1800.0,0,0,1800.0,1800.0,1800.0
49,2020-02-19,1800.0,0,0,1800.0,1800.0,1800.0
50,2020-02-18,1800.0,200,360000,1800.0,1800.0,1800.0
51,2020-02-17,1700.0,5000,8500000,1700.0,1700.0,1700.0
52,2020-02-14,1700.0,3200,5440000,1700.0,1700.0,1700.0
53,2020-02-13,1700.0,900,1530000,1700.0,1700.0,1700.0
54,2020-02-12,1800.0,0,0,1800.0,1800.0,1800.0
55,2020-02-11,1800.0,3700,6660000,1800.0,1800.0,1800.0
56,2020-02-10,1800.0,100,180000,1800.0,1800.0,1800.0
57,2020-02-07,1700.0,300,510000,1700.0,1700.0,1700.0
58,2020-02-06,1600.0,0,0,1600.0,1600.0,1600.0
59,2020-02-05,1600.0,0,0,1600.0,1600.0,1600.0
60,2020-02-04,1600.0,400,650000,1700.0,1700.0,1600.0
61,2020-02-03,1800.0,10000,18000000,1800.0,1800.0,1800.0
62,2020-01-31,1600.0,600,980000,1800.0,1800.0,1600.0
63,2020-01-30,1800.0,18800,33840000,1800.0,1800.0,1800.0
64,2020-01-22,2100.0,2500,5250000,2100.0,2100.0,2100.0
65,2020-01-21,1900.0,0,0,1900.0,1900.0,1900.0
66,2020-01-17,2000.0,0,0,2000.0,2000.0,2000.0
67,2020-01-16,2000.0,0,0,2000.0,2000.0,2000.0
68,2020-01-15,2000.0,100,200000,2000.0,2000.0,2000.0
69,2020-01-14,1900.0,1600,2890000,1800.0,1900.0,1800.0
70,2020-01-13,1700.0,4600,7630000,1600.0,1800.0,1600.0
71,2020-01-10,1600.0,5900,9540000,1700.0,1700.0,1600.0
72,2020-01-09,2000.0,1100,2020000,1800.0,2000.0,1800.0
73,2020-01-08,1800.0,1500,2700000,1800.0,1800.0,1800.0
74,2020-01-07,1800.0,0,0,1800.0,1800.0,1800.0
75,2020-01-06,1800.0,0,0,1800.0,1800.0,1800.0
76,2020-01-03,1800.0,0,0,1800.0,1800.0,1800.0
77,2020-01-02,1800.0,0,0,1800.0,1800.0,1800.0
78,2019-12-31,1800.0,0,0,1800.0,1800.0,1800.0
79,2019-12-30,1800.0,100,180000,1800.0,1800.0,1800.0
80,2019-12-27,1600.0,0,0,1600.0,1600.0,1600.0
81,2019-12-26,1600.0,0,0,1600.0,1600.0,1600.0
82,2019-12-25,1600.0,1800,2880000,1600.0,1600.0,1600.0
83,2019-12-24,1800.0,0,0,1800.0,1800.0,1800.0
84,2019-12-23,1800.0,0,0,1800.0,1800.0,1800.0
85,2019-12-20,1800.0,0,0,1800.0,1800.0,1800.0
86,2019-12-19,1800.0,0,0,1800.0,1800.0,1800.0
87,2019-12-18,1800.0,100,180000,1800.0,1800.0,1800.0
88,2019-12-17,1600.0,2100,3360000,1600.0,1600.0,1600.0
89,2019-12-16,1600.0,3000,4800000,1600.0,1600.0,1600.0
90,2019-12-13,1600.0,3000,4800000,1600.0,1600.0,1600.0
91,2019-12-12,1600.0,2000,3200000,1600.0,1600.0,1600.0
92,2019-12-11,1500.0,700,1050000,1500.0,1500.0,1500.0
93,2019-12-10,1500.0,6400,9600000,1500.0,1500.0,1500.0
94,2019-12-09,1500.0,3200,4800000,1500.0,1500.0,1500.0
95,2019-12-06,1600.0,0,0,1600.0,1600.0,1600.0
96,2019-12-05,1600.0,0,0,1600.0,1600.0,1600.0
97,2019-12-04,1600.0,100,160000,1600.0,1600.0,1600.0
98,2019-12-03,1700.0,100,170000,1700.0,1700.0,1700.0
99,2019-12-02,1600.0,7300,10950000,1500.0,1600.0,1600.0
100,2019-11-29,1600.0,900,1440000,1600.0,1600.0,1600.0
101,2019-11-28,1600.0,0,0,1600.0,1600.0,1600.0
102,2019-11-27,1600.0,1000,1600000,1600.0,1600.0,1600.0
103,2019-11-26,1600.0,800,1280000,1600.0,1600.0,1600.0
104,2019-11-25,1500.0,5000,7500000,1500.0,1500.0,1500.0
105,2019-11-22,1600.0,0,0,1600.0,1600.0,1600.0
106,2019-11-21,1600.0,1000,1600000,1600.0,1600.0,1600.0
107,2019-11-20,1800.0,100,180000,1800.0,1800.0,1800.0
108,2019-11-19,1700.0,0,0,1700.0,1700.0,1700.0
109,2019-11-18,1700.0,100,170000,1700.0,1700.0,1700.0
110,2019-11-15,1500.0,0,0,1500.0,1500.0,1500.0
111,2019-11-14,1500.0,0,0,1500.0,1500.0,1500.0
112,2019-11-13,1500.0,10000,15000000,1500.0,1500.0,1500.0
113,2019-11-12,1500.0,11200,16800000,1500.0,1500.0,1500.0
114,2019-11-11,1500.0,500,750000,1500.0,1500.0,1500.0
115,2019-11-08,1600.0,0,0,1600.0,1600.0,1600.0
116,2019-11-07,1600.0,0,0,1600.0,1600.0,1600.0
117,2019-11-06,1600.0,0,0,1600.0,1600.0,1600.0
118,2019-11-05,1600.0,3400,5440000,1600.0,1600.0,1600.0
119,2019-11-04,1600.0,100,160000,1600.0,1600.0,1600.0
120,2019-11-01,1500.0,10100,15250000,1500.0,1600.0,1500.0
121,2019-10-31,1600.0,2490,3975000,1600.0,1600.0,1600.0
122,2019-10-30,1600.0,2100,3360000,1600.0,1600.0,1600.0
123,2019-10-29,1700.0,1900,3130000,1600.0,1700.0,1600.0
124,2019-10-28,1500.0,4000,6000000,1500.0,1500.0,1500.0
125,2019-10-25,1600.0,7400,11110000,1500.0,1600.0,1500.0
126,2019-10-24,1500.0,4000,6000000,1500.0,1500.0,1500.0
127,2019-10-23,1500.0,5800,8700000,1500.0,1500.0,1500.0
128,2019-10-22,1600.0,23000,34520000,1600.0,1600.0,1500.0
129,2019-10-21,1500.0,11900,17850000,1500.0,1500.0,1500.0
130,2019-10-18,1600.0,3300,5280000,1600.0,1600.0,1600.0
131,2019-10-17,1600.0,10900,17440000,1600.0,1600.0,1600.0
132,2019-10-16,1600.0,200,320000,1600.0,1600.0,1600.0
133,2019-10-15,1600.0,4900,7840000,1600.0,1600.0,1600.0
134,2019-10-14,1600.0,1000,1600000,1600.0,1600.0,1600.0
135,2019-10-11,1600.0,1000,1600000,1600.0,1600.0,1600.0
136,2019-10-10,1500.0,1800,2700000,1500.0,1500.0,1500.0
137,2019-10-09,1600.0,0,0,1600.0,1600.0,1600.0
138,2019-10-08,1600.0,16000,25600000,1600.0,1600.0,1600.0
139,2019-10-07,1500.0,13900,21970000,1600.0,1600.0,1500.0
140,2019-10-04,1600.0,0,0,1600.0,1600.0,1600.0
141,2019-10-03,1600.0,0,0,1600.0,1600.0,1600.0
