Date,Close,Open,High,Low,Volume
2020-05-08,3100.0,3000.0,3100.0,2900.0,82300.0
2020-05-07,3100.0,3000.0,3100.0,2900.0,56100.0
2020-05-06,3000.0,3000.0,3100.0,3000.0,55200.0
2020-05-05,3000.0,3000.0,3000.0,3000.0,0.0
2020-05-04,3100.0,3000.0,3100.0,3000.0,10900.0
2020-04-29,3000.0,3000.0,3000.0,3000.0,9500.0
2020-04-28,3100.0,3100.0,3100.0,3100.0,1000.0
2020-04-27,3100.0,3000.0,3100.0,3000.0,24100.0
2020-04-24,3000.0,2900.0,3000.0,2900.0,46000.0
2020-04-23,2900.0,2900.0,2900.0,2900.0,5400.0
2020-04-22,2800.0,2800.0,2800.0,2800.0,8700.0
2020-04-21,2800.0,2800.0,2900.0,2700.0,78100.0
2020-04-20,2900.0,2900.0,2900.0,2900.0,14900.0
2020-04-17,3000.0,2700.0,3000.0,2600.0,26200.0
2020-04-16,2800.0,2700.0,2900.0,2600.0,172200.0
2020-04-15,2800.0,2700.0,2800.0,2600.0,18000.0
2020-04-14,2700.0,2700.0,2800.0,2700.0,9700.0
2020-04-13,2700.0,2700.0,2800.0,2700.0,16900.0
2020-04-10,2900.0,2700.0,2900.0,2700.0,40400.0
2020-04-09,2800.0,2800.0,2900.0,2700.0,6200.0
2020-04-08,2800.0,2800.0,2800.0,2800.0,7000.0
2020-04-07,2800.0,2800.0,2800.0,2700.0,5200.0
2020-04-06,2700.0,2600.0,2700.0,2600.0,19600.0
2020-04-03,2500.0,2600.0,2700.0,2500.0,10600.0
2020-04-01,2600.0,2400.0,2600.0,2400.0,21000.0
2020-03-31,2600.0,2400.0,2700.0,2400.0,2400.0
2020-03-30,2500.0,2600.0,2700.0,2500.0,94500.0
2020-03-27,2700.0,2700.0,2700.0,2600.0,22700.0
2020-03-26,2700.0,2700.0,2700.0,2700.0,6000.0
2020-03-25,2700.0,2700.0,2800.0,2700.0,45200.0
2020-03-24,2800.0,2500.0,2800.0,2500.0,8000.0
2020-03-23,2600.0,2600.0,2700.0,2600.0,31200.0
2020-03-20,2800.0,2700.0,2800.0,2700.0,12400.0
2020-03-19,2800.0,2700.0,3000.0,2700.0,400.0
2020-03-17,2800.0,2600.0,2800.0,2600.0,22800.0
2020-03-16,2800.0,2900.0,2900.0,2700.0,60200.0
2020-03-13,2800.0,2800.0,2800.0,2600.0,16700.0
2020-03-12,2800.0,2900.0,3000.0,2700.0,64500.0
