Date,Close,Open,High,Low,Volume
2020-05-08,17000.0,18100.0,18100.0,17000.0,3340.0
2020-05-07,18200.0,16000.0,18200.0,16000.0,133490.0
2020-05-06,17050.0,16800.0,17200.0,16800.0,14170.0
2020-05-05,16750.0,15200.0,16750.0,15200.0,6050.0
2020-05-04,16200.0,15000.0,16200.0,15000.0,51030.0
2020-04-29,15150.0,14850.0,15150.0,14850.0,1500.0
2020-04-28,15550.0,15100.0,16350.0,15100.0,39730.0
2020-04-27,15300.0,16000.0,16250.0,15300.0,35550.0
2020-04-24,15200.0,15150.0,15200.0,15150.0,570.0
2020-04-23,16000.0,15100.0,16000.0,15100.0,900.0
2020-04-22,16050.0,14500.0,16050.0,14500.0,87290.0
2020-04-21,15000.0,15000.0,15000.0,14700.0,5180.0
2020-04-20,15500.0,16550.0,16550.0,15000.0,4890.0
2020-04-17,15500.0,15500.0,15500.0,15500.0,25790.0
2020-04-16,14500.0,14750.0,14750.0,14000.0,6030.0
2020-04-15,13800.0,12900.0,13800.0,12900.0,2660.0
2020-04-14,12900.0,12900.0,12900.0,12900.0,30.0
2020-04-13,12900.0,13600.0,13600.0,12900.0,3500.0
2020-04-10,13600.0,13600.0,13700.0,13600.0,3390.0
2020-04-09,14500.0,14500.0,14500.0,14500.0,20.0
2020-04-08,15350.0,15000.0,15350.0,15000.0,70.0
2020-04-07,15350.0,13500.0,15350.0,13500.0,510.0
2020-04-06,14350.0,13500.0,14350.0,12900.0,6020.0
2020-04-03,13500.0,13500.0,13500.0,13500.0,2120.0
2020-04-01,13450.0,13450.0,13450.0,13450.0,3000.0
2020-03-31,12600.0,12600.0,12600.0,12600.0,10.0
2020-03-30,11800.0,12550.0,13450.0,11800.0,26340.0
2020-03-27,12600.0,12600.0,12600.0,12600.0,600.0
2020-03-26,13200.0,13200.0,13200.0,13200.0,600.0
2020-03-25,14000.0,14000.0,14000.0,13000.0,910.0
2020-03-24,13650.0,12900.0,13650.0,12900.0,510.0
2020-03-23,13650.0,13600.0,13650.0,13000.0,143170.0
2020-03-20,12800.0,12400.0,12800.0,12400.0,110.0
2020-03-19,12000.0,11900.0,12750.0,11900.0,6050.0
2020-03-18,12750.0,12750.0,12750.0,12750.0,1000.0
2020-03-17,11950.0,11950.0,11950.0,11950.0,10.0
2020-03-16,11200.0,11200.0,11200.0,11200.0,50.0
2020-03-13,12000.0,12000.0,12000.0,12000.0,80.0
2020-03-12,12500.0,12500.0,13300.0,12500.0,10990.0
2020-03-11,12500.0,13000.0,13000.0,12500.0,4470.0
2020-03-10,12900.0,12400.0,12900.0,12400.0,450.0
2020-03-04,12300.0,12300.0,12300.0,12300.0,4700.0
2020-03-02,12200.0,12200.0,12200.0,12200.0,10.0
2020-02-28,13000.0,13000.0,13000.0,13000.0,500.0
2020-02-27,13800.0,13800.0,13800.0,13800.0,1050.0
2020-02-26,14800.0,14800.0,14800.0,14800.0,10.0
2020-02-25,14800.0,14800.0,14800.0,14800.0,10.0
2020-02-24,13900.0,13900.0,13900.0,13900.0,10.0
2020-02-21,13550.0,13550.0,13550.0,13550.0,10.0
2020-02-19,12700.0,13000.0,13000.0,12700.0,3920.0
2020-02-18,13600.0,13600.0,13600.0,13600.0,150.0
