Date,Close,Open,High,Low,Volume
2020-05-08,600.0,600.0,700.0,600.0,13600.0
2020-05-07,600.0,700.0,700.0,600.0,66400.0
2020-05-06,700.0,700.0,700.0,600.0,11400.0
2020-05-05,700.0,600.0,700.0,600.0,66900.0
2020-05-04,700.0,700.0,700.0,600.0,20710.0
2020-04-29,700.0,700.0,700.0,600.0,64800.0
2020-04-28,700.0,800.0,800.0,600.0,97300.0
2020-04-27,700.0,700.0,700.0,700.0,149650.0
2020-04-24,700.0,600.0,700.0,600.0,475900.0
2020-04-23,600.0,600.0,700.0,600.0,37460.0
2020-04-22,700.0,600.0,700.0,600.0,4700.0
2020-04-21,700.0,600.0,700.0,600.0,12800.0
2020-04-20,700.0,800.0,800.0,600.0,218600.0
2020-04-17,700.0,600.0,700.0,600.0,169700.0
2020-04-16,700.0,600.0,700.0,600.0,28500.0
2020-04-15,700.0,700.0,800.0,700.0,276300.0
2020-04-14,800.0,900.0,900.0,700.0,308620.0
2020-04-13,800.0,800.0,800.0,700.0,311810.0
2020-04-10,700.0,600.0,700.0,500.0,517100.0
2020-04-09,700.0,700.0,700.0,600.0,239100.0
2020-04-08,700.0,600.0,700.0,600.0,5000.0
2020-04-07,600.0,700.0,700.0,600.0,6100.0
2020-04-06,700.0,700.0,700.0,600.0,146950.0
2020-04-03,700.0,600.0,700.0,600.0,89100.0
2020-04-01,600.0,600.0,600.0,600.0,96030.0
2020-03-31,600.0,500.0,600.0,500.0,58000.0
2020-03-30,600.0,500.0,600.0,500.0,2800.0
2020-03-27,700.0,600.0,700.0,500.0,292800.0
2020-03-26,600.0,700.0,700.0,600.0,452800.0
2020-03-25,700.0,700.0,700.0,600.0,100200.0
2020-03-24,700.0,700.0,700.0,600.0,2100.0
2020-03-23,700.0,700.0,700.0,600.0,700.0
2020-03-20,700.0,600.0,700.0,600.0,3410.0
2020-03-19,700.0,800.0,800.0,600.0,13400.0
2020-03-18,800.0,600.0,800.0,600.0,11560.0
2020-03-17,700.0,600.0,700.0,600.0,89200.0
2020-03-16,700.0,600.0,700.0,600.0,52340.0
2020-03-13,700.0,700.0,700.0,600.0,30700.0
2020-03-12,700.0,700.0,800.0,700.0,178100.0
2020-03-11,800.0,700.0,800.0,700.0,5800.0
2020-03-10,800.0,700.0,800.0,700.0,4400.0
2020-03-09,800.0,700.0,800.0,700.0,163300.0
2020-03-06,800.0,700.0,800.0,700.0,63600.0
2020-03-05,800.0,800.0,800.0,700.0,32100.0
2020-03-04,800.0,700.0,800.0,700.0,2400.0
2020-03-03,800.0,800.0,800.0,600.0,8200.0
2020-03-02,800.0,900.0,900.0,700.0,794350.0
2020-02-28,800.0,800.0,900.0,700.0,14800.0
2020-02-27,800.0,700.0,800.0,700.0,17800.0
2020-02-26,800.0,700.0,800.0,700.0,17300.0
2020-02-25,800.0,700.0,800.0,700.0,7800.0
2020-02-24,700.0,700.0,800.0,700.0,20700.0
2020-02-21,800.0,800.0,900.0,800.0,14500.0
2020-02-20,800.0,700.0,800.0,700.0,200.0
2020-02-19,700.0,700.0,900.0,700.0,54100.0
2020-02-18,800.0,700.0,800.0,700.0,1800.0
2020-02-17,800.0,700.0,800.0,700.0,121300.0
2020-02-14,700.0,800.0,800.0,700.0,46300.0
