,Date,Close,Volume,Value,Open,High,Low
0,2013-11-29,5000.0,0,0,5000.0,5000.0,5000.0
1,2013-11-27,5000.0,0,0,5000.0,5000.0,5000.0
2,2013-07-18,5000.0,0,0,5000.0,5000.0,5000.0
3,2013-07-17,5000.0,100,500000,5000.0,5000.0,5000.0
4,2013-07-16,4600.0,200,920000,4600.0,4600.0,4600.0
5,2013-07-15,4500.0,100,450000,4500.0,4500.0,4500.0
6,2013-07-12,4100.0,0,0,4100.0,4100.0,4100.0
7,2013-07-11,4100.0,0,0,4100.0,4100.0,4100.0
8,2013-07-10,4100.0,0,0,4100.0,4100.0,4100.0
9,2013-07-09,4100.0,100,410000,4100.0,4100.0,4100.0
10,2013-07-08,4500.0,0,0,4500.0,4500.0,4500.0
11,2013-07-05,4500.0,0,0,4500.0,4500.0,4500.0
12,2013-07-04,4500.0,0,0,4500.0,4500.0,4500.0
13,2013-07-03,4500.0,0,0,4500.0,4500.0,4500.0
14,2013-07-02,4500.0,0,0,4500.0,4500.0,4500.0
15,2013-07-01,4400.0,2900,13010000,4500.0,4500.0,4400.0
16,2013-06-28,4600.0,0,0,4600.0,4600.0,4600.0
17,2013-06-27,4600.0,0,0,4600.0,4600.0,4600.0
18,2013-06-26,4600.0,0,0,4600.0,4600.0,4600.0
19,2013-06-25,4600.0,0,0,4600.0,4600.0,4600.0
20,2013-06-24,4600.0,0,0,4600.0,4600.0,4600.0
21,2013-06-21,4600.0,0,0,4600.0,4600.0,4600.0
22,2013-06-19,4600.0,0,0,4600.0,4600.0,4600.0
23,2013-06-18,4600.0,0,0,4600.0,4600.0,4600.0
24,2013-06-17,4600.0,0,0,4600.0,4600.0,4600.0
25,2013-06-14,4600.0,0,0,4600.0,4600.0,4600.0
26,2013-06-13,4600.0,0,0,4600.0,4600.0,4600.0
27,2013-06-12,4600.0,0,0,4600.0,4600.0,4600.0
28,2013-06-11,4600.0,0,0,4600.0,4600.0,4600.0
29,2013-06-10,4600.0,100,460000,4600.0,4600.0,4600.0
30,2013-06-07,4400.0,0,0,4400.0,4400.0,4400.0
31,2013-06-06,4400.0,0,0,4400.0,4400.0,4400.0
32,2013-06-05,4400.0,0,0,4400.0,4400.0,4400.0
33,2013-06-04,4400.0,0,0,4400.0,4400.0,4400.0
34,2013-06-03,4400.0,2500,11000000,4400.0,4400.0,4400.0
35,2013-05-31,4400.0,0,0,4400.0,4400.0,4400.0
36,2013-05-30,4400.0,1600,7040000,4400.0,4400.0,4400.0
37,2013-05-29,4400.0,0,0,4400.0,4400.0,4400.0
38,2013-05-28,4400.0,0,0,4400.0,4400.0,4400.0
39,2013-05-27,4400.0,0,0,4400.0,4400.0,4400.0
40,2013-05-24,4400.0,5000,22000000,4400.0,4400.0,4400.0
41,2013-05-23,4400.0,0,0,4400.0,4400.0,4400.0
42,2013-05-22,4400.0,0,0,4400.0,4400.0,4400.0
43,2013-05-21,4400.0,0,0,4400.0,4400.0,4400.0
44,2013-05-17,4400.0,0,0,4400.0,4400.0,4400.0
45,2013-05-16,4400.0,0,0,4400.0,4400.0,4400.0
46,2013-05-15,4400.0,0,0,4400.0,4400.0,4400.0
47,2013-05-14,4400.0,0,0,4400.0,4400.0,4400.0
48,2013-05-13,4400.0,0,0,4400.0,4400.0,4400.0
49,2013-05-10,4400.0,23800,104720000,4400.0,4400.0,4400.0
50,2013-05-09,4400.0,11000,48400000,4400.0,4400.0,4400.0
51,2013-05-08,4400.0,29000,127600000,4400.0,4400.0,4400.0
52,2013-05-07,4400.0,900,3990000,4500.0,4500.0,4400.0
53,2013-05-06,4400.0,1500,6700000,4500.0,4500.0,4400.0
54,2013-05-03,4400.0,0,0,4400.0,4400.0,4400.0
55,2013-05-02,4400.0,0,0,4400.0,4400.0,4400.0
56,2013-04-26,4400.0,0,0,4400.0,4400.0,4400.0
57,2013-04-25,4300.0,2500,10900000,4400.0,4400.0,4300.0
58,2013-04-24,4400.0,0,0,4400.0,4400.0,4400.0
59,2013-04-23,4400.0,400,1760000,4400.0,4400.0,4400.0
60,2013-04-22,4300.0,2200,9460000,4300.0,4300.0,4300.0
61,2013-04-18,4300.0,0,0,4300.0,4300.0,4300.0
62,2013-04-17,4300.0,8000,34420000,4300.0,4500.0,4300.0
63,2013-04-16,4300.0,0,0,4300.0,4300.0,4300.0
64,2013-04-15,4300.0,6000,25800000,4300.0,4300.0,4300.0
65,2013-04-12,4200.0,0,0,4200.0,4200.0,4200.0
66,2013-04-11,4200.0,23400,98580000,4300.0,4300.0,4200.0
67,2013-04-10,4200.0,4900,21010000,4300.0,4300.0,4200.0
68,2013-04-09,4200.0,0,0,4200.0,4200.0,4200.0
69,2013-04-08,4200.0,6000,25200000,4200.0,4200.0,4200.0
70,2013-04-05,4200.0,5000,21000000,4200.0,4200.0,4200.0
71,2013-04-04,4200.0,3000,12600000,4200.0,4200.0,4200.0
72,2013-04-03,4200.0,27500,115500000,4200.0,4200.0,4200.0
73,2013-04-02,4200.0,1100,4620000,4200.0,4200.0,4200.0
74,2013-04-01,4200.0,22300,93660000,4200.0,4200.0,4200.0
75,2013-03-29,4200.0,5500,23100000,4200.0,4200.0,4200.0
76,2013-03-28,4100.0,25400,106380000,4200.0,4200.0,4100.0
77,2013-03-27,4200.0,38000,159600000,4200.0,4200.0,4200.0
78,2013-03-26,4200.0,100,420000,4200.0,4200.0,4200.0
79,2013-03-25,4600.0,100,460000,4600.0,4600.0,4600.0
80,2013-03-22,4200.0,3900,16340000,4100.0,4200.0,4100.0
