,Date,Close,Volume,Value,Open,High,Low
0,2020-04-29,99000.0,1769090,175489000000,99000.0,99900.0,99000.0
1,2020-04-28,100500.0,1401520,141434000000,102800.0,103000.0,99700.0
2,2020-04-27,102800.0,1950560,203769000000,106500.0,106500.0,102800.0
3,2020-04-24,102800.0,3624460,365609000000,99300.0,102800.0,97500.0
4,2020-04-23,96100.0,1443180,139640000000,98600.0,98600.0,95900.0
5,2020-04-22,97500.0,1085950,105091000000,96100.0,97600.0,95800.0
6,2020-04-21,96800.0,2129360,208014000000,100000.0,100000.0,95800.0
7,2020-04-20,100000.0,1471680,147629000000,100000.0,101200.0,100000.0
8,2020-04-17,99300.0,1767310,175344000000,100000.0,100100.0,99000.0
9,2020-04-16,99300.0,1155660,114598000000,99300.0,99500.0,98900.0
10,2020-04-15,99200.0,886130,88170000000,99700.0,99700.0,99200.0
11,2020-04-14,99000.0,1059560,105067000000,99500.0,99700.0,98700.0
12,2020-04-13,99100.0,1127670,111879000000,99600.0,99800.0,98300.0
13,2020-04-10,99600.0,1111470,110564000000,100000.0,100000.0,98100.0
14,2020-04-09,100100.0,1220550,122463000000,99900.0,100900.0,99200.0
15,2020-04-08,99000.0,904920,88545000000,98000.0,99000.0,96500.0
16,2020-04-07,98500.0,2273090,220531000000,96500.0,99000.0,95800.0
17,2020-04-06,96200.0,1840550,176333000000,96500.0,96600.0,95000.0
18,2020-04-03,95000.0,1934430,183340000000,94500.0,95500.0,94000.0
19,2020-04-01,94000.0,1155730,107658000000,91000.0,94000.0,91000.0
20,2020-03-31,91000.0,1293290,118614000000,92500.0,93400.0,90000.0
21,2020-03-30,91200.0,1559900,142072000000,90000.0,92500.0,89000.0
22,2020-03-27,94100.0,2755950,258916000000,93000.0,95300.0,92000.0
23,2020-03-26,94000.0,2556450,239419000000,92300.0,95000.0,88800.0
24,2020-03-25,92000.0,2993020,273508000000,90600.0,92100.0,90100.0
25,2020-03-24,86100.0,1739530,149760000000,83700.0,88300.0,83700.0
26,2020-03-23,83700.0,2187710,185436000000,89100.0,89100.0,83700.0
27,2020-03-20,90000.0,2316660,209158000000,89000.0,91300.0,89000.0
28,2020-03-19,89000.0,2774560,251634000000,93000.0,94000.0,89000.0
29,2020-03-18,95000.0,1322150,126638000000,96200.0,97800.0,95000.0
30,2020-03-17,96000.0,1788240,170869000000,96000.0,96400.0,95000.0
31,2020-03-16,97000.0,1087080,106201000000,99100.0,99200.0,96500.0
32,2020-03-13,99100.0,2159130,211697000000,95200.0,100600.0,95200.0
33,2020-03-12,100900.0,2431600,238915000000,97200.0,101500.0,97000.0
34,2020-03-11,101600.0,2292410,234634000000,102000.0,105000.0,99200.0
35,2020-03-10,101700.0,1761300,175920000000,96000.0,101800.0,96000.0
36,2020-03-09,97000.0,2356790,234567000000,100000.0,102500.0,97000.0
37,2020-03-06,104200.0,664920,69141000000,104500.0,104800.0,103600.0
38,2020-03-05,104500.0,438020,46000000000,105000.0,105900.0,104500.0
39,2020-03-04,104800.0,612800,64409000000,105300.0,106000.0,104500.0
40,2020-03-03,105300.0,741380,78076000000,105500.0,106200.0,104600.0
41,2020-03-02,104500.0,909240,95344000000,104500.0,105500.0,103800.0
42,2020-02-28,104500.0,1437350,150327000000,105300.0,106100.0,103000.0
43,2020-02-27,107400.0,863890,91210000000,105000.0,107400.0,103800.0
44,2020-02-26,105000.0,1346630,142651000000,106700.0,106700.0,105000.0
45,2020-02-25,108000.0,1200220,129064000000,106300.0,108500.0,106000.0
46,2020-02-24,106400.0,954600,101597000000,107000.0,107800.0,106000.0
47,2020-02-21,108500.0,1484500,161261000000,107500.0,109400.0,107500.0
48,2020-02-20,106400.0,624620,66728000000,107000.0,107500.0,106300.0
49,2020-02-19,106400.0,794470,84163000000,105000.0,106700.0,105000.0
50,2020-02-18,105500.0,1078500,114716000000,107800.0,107800.0,105300.0
51,2020-02-17,107500.0,623350,66886000000,106800.0,107600.0,106800.0
52,2020-02-14,106600.0,708080,75713000000,107200.0,107400.0,106600.0
53,2020-02-13,106900.0,713560,76289000000,107200.0,107500.0,106600.0
54,2020-02-12,107200.0,838170,90247000000,108000.0,108000.0,107200.0
55,2020-02-11,107200.0,885960,95542000000,109000.0,109000.0,107000.0
56,2020-02-10,109000.0,910510,98737000000,109000.0,109400.0,107300.0
57,2020-02-07,110200.0,1523380,166320000000,107700.0,110500.0,107600.0
58,2020-02-06,107500.0,2137020,229326000000,107500.0,108600.0,105900.0
59,2020-02-05,106600.0,1545750,162621000000,106400.0,107700.0,103300.0
60,2020-02-04,105000.0,1869040,199225000000,109900.0,110000.0,104100.0
61,2020-02-03,108300.0,2289150,238775000000,108300.0,110500.0,101000.0
62,2020-01-31,108500.0,1915820,214456000000,116400.0,116600.0,108500.0
63,2020-01-30,116600.0,1533720,180449000000,119000.0,119800.0,116200.0
64,2020-01-22,121300.0,794440,96467000000,121000.0,121900.0,121000.0
65,2020-01-21,121000.0,853940,102546000000,119000.0,121900.0,118600.0
66,2020-01-20,119000.0,493600,58659000000,119000.0,119200.0,118400.0
67,2020-01-17,118600.0,375030,44397000000,118200.0,118600.0,117800.0
68,2020-01-16,118200.0,545090,64249000000,117800.0,118500.0,117200.0
69,2020-01-15,117800.0,681740,80201000000,117800.0,117900.0,117200.0
70,2020-01-14,117800.0,335180,39470000000,117400.0,118100.0,117100.0
71,2020-01-13,117400.0,412880,48846000000,119000.0,119000.0,117400.0
72,2020-01-10,118900.0,596280,70871000000,118600.0,119200.0,118400.0
73,2020-01-09,118600.0,624130,74282000000,119000.0,119500.0,118400.0
74,2020-01-08,118800.0,837710,98974000000,118500.0,118800.0,117500.0
75,2020-01-07,118500.0,459520,54338000000,117500.0,118800.0,117500.0
76,2020-01-06,117400.0,495910,58330000000,118000.0,118200.0,116800.0
77,2020-01-03,118300.0,625390,74205000000,118200.0,119000.0,118200.0
78,2020-01-02,117900.0,352700,41454000000,117000.0,118200.0,116500.0
79,2019-12-31,116500.0,387640,45364000000,119000.0,119000.0,116400.0
80,2019-12-30,116500.0,672140,78650000000,117800.0,118000.0,116500.0
81,2019-12-27,118200.0,383460,44839000000,117000.0,118500.0,116000.0
82,2019-12-26,117000.0,345150,40523000000,117800.0,118000.0,117000.0
83,2019-12-25,118000.0,541190,63982000000,119500.0,119500.0,117700.0
84,2019-12-24,118600.0,577000,68382000000,118000.0,118800.0,118000.0
85,2019-12-23,118000.0,786100,93625000000,120000.0,120000.0,118000.0
86,2019-12-20,120000.0,1822570,218685000000,120000.0,120300.0,119500.0
87,2019-12-19,119700.0,1582510,189429000000,118600.0,120000.0,118600.0
88,2019-12-18,118600.0,1400340,165797000000,117400.0,119000.0,117300.0
89,2019-12-17,117100.0,829630,97640000000,118800.0,118800.0,117100.0
90,2019-12-16,118700.0,751280,88873000000,118500.0,118800.0,117700.0
91,2019-12-13,118000.0,564680,67273000000,119300.0,119900.0,118000.0
92,2019-12-12,119200.0,701380,83634000000,119000.0,119500.0,118900.0
93,2019-12-11,118600.0,793940,93723000000,117700.0,118600.0,117300.0
94,2019-12-10,118200.0,850090,100477000000,118100.0,118700.0,117500.0
95,2019-12-09,118100.0,766050,89950000000,116300.0,118200.0,116300.0
96,2019-12-06,116300.0,937120,109429000000,117900.0,117900.0,116300.0
97,2019-12-05,117800.0,694150,82377000000,119700.0,119700.0,117800.0
98,2019-12-04,118800.0,693700,81367000000,116400.0,118800.0,116400.0
99,2019-12-03,116400.0,1422610,166184000000,117800.0,117800.0,116100.0
100,2019-12-02,118300.0,1489150,178085000000,121500.0,121500.0,118300.0
101,2019-11-29,121500.0,549840,66982000000,122000.0,122400.0,121200.0
102,2019-11-28,122100.0,1107720,134150000000,122100.0,122300.0,120400.0
103,2019-11-27,122100.0,366920,45007000000,123700.0,123700.0,122100.0
104,2019-11-26,123000.0,971390,119892000000,122900.0,124000.0,122700.0
105,2019-11-25,122900.0,680740,83239000000,122200.0,123300.0,120600.0
106,2019-11-22,121500.0,719680,87894000000,121500.0,123200.0,121300.0
107,2019-11-21,122000.0,1395000,170768000000,123500.0,123800.0,121700.0
108,2019-11-20,124000.0,1150700,142615000000,124500.0,124800.0,123300.0
109,2019-11-19,124400.0,1078610,132501000000,120400.0,124400.0,120400.0
110,2019-11-18,120800.0,1671470,202378000000,123000.0,123400.0,120400.0
111,2019-11-15,123000.0,2384360,294120000000,126000.0,126000.0,120000.0
112,2019-11-14,125900.0,695470,87598000000,126000.0,126400.0,125600.0
113,2019-11-13,125500.0,1956940,246683000000,127500.0,127500.0,125400.0
114,2019-11-12,127500.0,1934480,247361000000,129300.00000000001,129300.00000000001,127300.0
115,2019-11-11,129300.00000000001,645500,83593000000,129199.99999999999,130199.99999999999,129000.0
116,2019-11-08,129199.99999999999,1193130,154331000000,129100.0,130300.00000000001,128900.0
117,2019-11-07,129100.0,866170,111877000000,129500.0,129800.00000000001,128699.99999999999
118,2019-11-06,130100.0,1184100,153628000000,129000.0,130500.0,128500.0
119,2019-11-05,129199.99999999999,1876790,243648000000,131300.0,131300.0,129199.99999999999
120,2019-11-04,131300.0,1407970,184936000000,133000.0,133000.0,130600.0
121,2019-11-01,132400.0,969370,127802000000,130199.99999999999,133000.0,130199.99999999999
122,2019-10-31,130000.0,2550480,331648000000,132000.0,132000.0,128800.00000000001
123,2019-10-30,132000.0,1301690,172902000000,134400.0,134800.0,131000.0
124,2019-10-29,134100.0,520280,69768000000,133700.0,134900.0,133600.0
125,2019-10-28,133800.0,558360,75076000000,134500.0,135400.0,133600.0
126,2019-10-25,134500.0,816560,109485000000,132600.0,134500.0,132500.0
127,2019-10-24,132600.0,520890,69158000000,132200.0,133400.0,132200.0
128,2019-10-23,132300.0,847820,111828000000,132500.0,132700.0,131200.0
129,2019-10-22,132500.0,1398920,186895000000,134000.0,134400.0,132300.0
130,2019-10-21,133600.0,2006630,269170000000,132500.0,135500.0,131900.0
131,2019-10-18,132500.0,1116920,147774000000,131500.0,133000.0,131500.0
132,2019-10-17,131000.0,1409580,185633000000,130400.0,132400.0,130199.99999999999
133,2019-10-16,130400.0,1321580,171814000000,130400.0,130900.0,128300.00000000001
134,2019-10-15,128300.00000000001,1165130,149596000000,128500.0,129500.0,127700.0
135,2019-10-14,128600.0,586040,75232000000,129000.0,129000.0,127900.0
136,2019-10-11,128000.0,631310,80490000000,127000.0,128000.0,126900.0
137,2019-10-10,127000.0,442150,56295000000,126700.0,128500.0,126700.0
138,2019-10-09,127000.0,663150,84733000000,128800.00000000001,128800.00000000001,126800.0
139,2019-10-08,129000.0,537440,69287000000,128400.0,129300.00000000001,128600.0
140,2019-10-07,129100.0,833680,107565000000,128400.0,130000.0,128199.99999999999
141,2019-10-04,128600.0,641540,83117000000,129100.0,130900.0,128500.0
142,2019-10-03,129000.0,825310,104607000000,126000.0,129000.0,125500.0
143,2019-10-02,127000.0,2070220,262426000000,127500.0,127800.0,126200.0
144,2019-10-01,128000.0,1207380,154982000000,129500.0,129699.99999999999,127700.0
145,2019-09-30,129699.99999999999,885490,115010000000,130100.0,130699.99999999999,129400.0
146,2019-09-27,130100.0,1183530,153976000000,130000.0,131100.0,129400.0
147,2019-09-26,130000.0,1613560,207526000000,127100.0,130100.0,126500.0
148,2019-09-25,126400.0,617630,77978000000,126300.0,126900.0,125500.0
149,2019-09-24,126900.0,1340450,169478000000,124500.0,127600.0,124300.0
150,2019-09-23,124500.0,1560140,194118000000,123000.0,125100.0,122700.0
151,2019-09-20,122100.0,1623350,198756000000,123700.0,123700.0,122100.0
152,2019-09-19,123600.0,725700,89475000000,123500.0,123900.0,122500.0
153,2019-09-18,123700.0,972940,119976000000,121500.0,123900.0,121700.0
154,2019-09-17,122500.0,482570,59061000000,121500.0,123000.0,120700.0
155,2019-09-16,121500.0,604710,73000000000,121500.0,121500.0,120100.0
156,2019-09-13,122100.0,503530,61418000000,122200.0,122500.0,121500.0
157,2019-09-12,122000.0,600870,73278000000,122500.0,123300.0,121400.0
158,2019-09-11,122100.0,401410,49489000000,123800.0,124000.0,122100.0
159,2019-09-10,123700.0,647890,80174000000,124300.0,124300.0,123300.0
160,2019-09-09,124500.0,498850,61699000000,123000.0,124500.0,122500.0
161,2019-09-06,122800.0,315980,38769000000,122000.0,123100.0,122000.0
162,2019-09-05,122000.0,587180,71921000000,124200.0,124200.0,122000.0
163,2019-09-04,123800.0,405800,50132000000,123000.0,124000.0,122600.0
164,2019-09-03,124000.0,744840,92292000000,123000.0,124300.0,123000.0
165,2019-08-30,123000.0,797090,98516000000,120000.0,124200.0,122700.0
166,2019-08-29,123000.0,561530,68248000000,120000.0,123000.0,119800.0
167,2019-08-28,119400.0,521700,62399000000,120000.0,120100.0,119200.0
168,2019-08-27,119000.0,943130,113040000000,121500.0,121800.0,119000.0
169,2019-08-26,120500.0,839870,101393000000,122000.0,122200.0,120200.0
170,2019-08-23,123000.0,621830,76765000000,124100.0,124200.0,123000.0
171,2019-08-22,124000.0,525610,65155000000,123900.0,124300.0,123800.0
172,2019-08-21,123900.0,580860,71962000000,124000.0,124300.0,123500.0
173,2019-08-20,124400.0,787020,98073000000,124900.0,124900.0,124100.0
174,2019-08-19,124900.0,758210,94583000000,124500.0,125200.0,124400.0
175,2019-08-16,124100.0,1074270,132593000000,121000.0,125700.0,120500.0
176,2019-08-15,122000.0,673120,80331000000,117300.0,122000.0,117300.0
177,2019-08-14,118700.0,677360,80636000000,119200.0,119900.0,118700.0
178,2019-08-13,118000.0,1178780,140068000000,120000.0,120200.0,118000.0
179,2019-08-12,120600.0,442330,53351000000,121000.0,121000.0,120400.0
180,2019-08-09,121000.0,726150,88028000000,120900.0,121700.0,120800.0
181,2019-08-08,120900.0,570640,68946000000,121000.0,121600.0,120200.0
182,2019-08-07,121000.0,731780,88636000000,121000.0,121800.0,120200.0
183,2019-08-06,120200.0,938500,112608000000,121000.0,121000.0,119200.0
184,2019-08-05,122000.0,882750,108706000000,123500.0,124400.0,122000.0
185,2019-08-02,124000.0,471510,58359000000,123500.0,124200.0,123300.0
186,2019-08-01,124200.0,502790,62297000000,123500.0,124500.0,123200.0
187,2019-07-31,123200.0,816150,100704000000,123500.0,124000.0,122900.0
188,2019-07-30,123500.0,921500,114861000000,125000.0,125600.0,123500.0
189,2019-07-29,123500.0,1095840,135217000000,124100.0,124400.0,123000.0
190,2019-07-26,124500.0,526110,65830000000,125300.0,125900.0,124500.0
191,2019-07-25,125100.0,686030,85861000000,125000.0,125500.0,125000.0
192,2019-07-24,125600.0,593800,74733000000,126000.0,126900.0,125200.0
193,2019-07-23,125400.0,764550,95638000000,125500.0,125600.0,124800.0
194,2019-07-22,125500.0,721980,90875000000,126500.0,126500.0,125500.0
195,2019-07-19,126900.0,1381230,174241000000,125000.0,127100.0,124600.0
196,2019-07-18,124600.0,707720,88305000000,125000.0,125400.0,124500.0
197,2019-07-17,125400.0,965170,120626000000,124000.0,125900.0,123900.0
198,2019-07-16,124000.0,512540,63492000000,123800.0,124200.0,123500.0
199,2019-07-15,123200.0,703320,86928000000,125200.0,124000.0,123200.0
200,2019-07-12,124000.0,370730,46207000000,125200.0,125300.0,124000.0
201,2019-07-11,125200.0,277200,34719000000,125500.0,125500.0,125000.0
202,2019-07-10,125000.0,420940,52657000000,125000.0,125500.0,124800.0
203,2019-07-09,125000.0,951440,118002000000,124200.0,125000.0,123600.0
204,2019-07-08,124200.0,969080,120684000000,125700.0,125700.0,124000.0
205,2019-07-05,126200.0,520290,65622000000,126200.0,126600.0,125700.0
206,2019-07-04,126200.0,613870,77490000000,125200.0,126600.0,126100.0
207,2019-07-03,126000.0,657870,82599000000,125200.0,126300.0,124800.0
208,2019-07-02,125100.0,716810,89638000000,125100.0,126100.0,124600.0
209,2019-07-01,125000.0,991440,123527000000,125000.0,125100.0,123000.0
210,2019-06-28,123000.0,919970,112641000000,123000.0,123200.0,121500.0
211,2019-06-27,123100.0,802160,98917000000,123100.0,123800.0,122900.0
212,2019-06-26,123500.0,497730,61463000000,123500.0,123900.0,123000.0
213,2019-06-25,123400.0,704890,87200000000,123100.0,124200.0,123100.0
214,2019-06-24,123100.0,615090,76570000000,125900.0,125900.0,123100.0
215,2019-06-21,125500.0,2613920,327520000000,125500.0,125500.0,123300.0
